,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
2548,Rhythm! Discovery Center,Museum,4.7,289.0,"Museum, Arts organization, Cultural center, Music store, Tourist attraction","Rhythm! Discovery Center, 127 E Michigan St Suite 600, Indianapolis, IN 46204",Indianapolis,USA,IN,,Cultural,1358.3,4.69,Indianapolis
2549,IMS Pagoda,Historical landmark,4.9,244.0,"Historical landmark, Tourist attraction","IMS Pagoda, 6th St, Indianapolis, IN 46222",Indianapolis,USA,IN,,Cultural,1195.6000000000001,4.69,Indianapolis
2550,Thompson Park,Park,4.2,225.0,"Park, Tourist attraction","Thompson Park, 6451 Thompson Rd, Indianapolis, IN 46237",Indianapolis,USA,IN,,Nature,945.0,4.62,Indianapolis
2551,Eagle Creek Earth Discovery,Park,4.7,222.0,"Park, Tourist attraction","Eagle Creek Earth Discovery, 5901 Delong Rd, Indianapolis, IN 46254",Indianapolis,USA,IN,,Nature,1043.4,4.62,Indianapolis
2552,Irving Circle Park,Park,4.6,211.0,"Park, Tourist attraction","Irving Circle Park, 236 S Audubon Rd, Indianapolis, IN 46219",Indianapolis,USA,IN,,Nature,970.5999999999999,4.62,Indianapolis
2553,Indianapolis Fire Fighters Museum,Museum,4.8,204.0,"Museum, Non-profit organization, Tourist attraction","Indianapolis Fire Fighters Museum, 748 Massachusetts Ave, Indianapolis, IN 46204",Indianapolis,USA,IN,,Cultural,979.1999999999999,4.69,Indianapolis
2554,Veal's Ice Tree,Tourist attraction,4.8,192.0,Tourist attraction,"Veal's Ice Tree, 6445 Mimosa Ln, Indianapolis, IN 46259",Indianapolis,USA,IN,,Entertainment,921.5999999999999,4.52,Indianapolis
2555,The Kile Oak,Historical landmark,4.7,135.0,"Historical landmark, Tourist attraction","The Kile Oak, 5939 E Beechwood Ave, Indianapolis, IN 46219",Indianapolis,USA,IN,,Cultural,634.5,4.69,Indianapolis
2556,James Whitcomb Riley Museum Home & Visitor Center,Museum,4.7,96.0,"Museum, Historical landmark, Historical place museum, Tourist attraction","James Whitcomb Riley Museum Home & Visitor Center, 528 Lockerbie St, Indianapolis, IN 46202",Indianapolis,USA,IN,,Cultural,451.20000000000005,4.69,Indianapolis
2557,Indiana State Capitol,Tourist attraction,4.7,77.0,Tourist attraction,"Indiana State Capitol, 200 W Washington St, Indianapolis, IN 46204",Indianapolis,USA,IN,,Entertainment,361.90000000000003,4.52,Indianapolis
2558,Babe Denny Park,Park,4.2,61.0,"Park, Tourist attraction","Babe Denny Park, 900 Meikel St, Indianapolis, IN 46225",Indianapolis,USA,IN,,Nature,256.2,4.62,Indianapolis
2559,IPS Crispus Attucks Museum,History museum,4.8,51.0,"History museum, Tourist attraction","IPS Crispus Attucks Museum, 1140 Dr M.L.K. Jr St, Indianapolis, IN 46202",Indianapolis,USA,IN,,Cultural,244.79999999999998,4.69,Indianapolis
2560,Central Canal,Tourist attraction,4.8,303.0,Tourist attraction,"Central Canal, Indianapolis, IN 46204",Indianapolis,USA,IN,,Entertainment,1454.3999999999999,4.52,Indianapolis
2561,Oklahoma City Zoo,Zoo,4.5,13763.0,"Zoo, Botanical garden, Tourist attraction","Oklahoma City Zoo, 2000 Remington Pl, Oklahoma City, OK 73111",Oklahoma-city,USA,OK,,Entertainment,61933.5,4.49,"Oklahoma-city, Tulsa"
2562,Oklahoma City National Memorial & Museum,Museum,4.9,11131.0,"Museum, History museum, Memorial park, Tourist attraction","Oklahoma City National Memorial & Museum, 620 N Harvey Ave, Oklahoma City, OK 73102",Oklahoma-city,USA,OK,,Cultural,54541.9,4.78,"Oklahoma-city, Tulsa"
2563,National Cowboy & Western Heritage Museum,Heritage museum,4.8,5158.0,"Heritage museum, Art museum, Exhibit, National museum, Tourist attraction","National Cowboy & Western Heritage Museum, 1700 NE 63rd St, Oklahoma City, OK 73111",Oklahoma-city,USA,NE,,Cultural,24758.399999999998,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington"
2564,Scissortail Park,Park,4.7,3292.0,Park,"Scissortail Pk, 300 SW 7th St, Oklahoma City, OK 73109",Oklahoma-city,USA,OK,,Nature,15472.400000000001,4.67,"Oklahoma-city, Tulsa"
2565,Museum of Osteology,Museum,4.8,2471.0,"Museum, Children's museum, Science museum, Tourist attraction","Museum of Osteology, 10301 S Sunnylane Rd, Oklahoma City, OK 73160",Oklahoma-city,USA,OK,,Cultural,11860.8,4.78,"Oklahoma-city, Tulsa"
2566,Hurricane Harbor Oklahoma City,Water park,4.1,2459.0,"Water park, Theme park, Tourist attraction","Hurricane Harbor Oklahoma City, 3908 W Reno Ave, Oklahoma City, OK 73107",Oklahoma-city,USA,OK,,Entertainment,10081.9,4.49,"Oklahoma-city, Tulsa"
2567,Bricktown Water Taxi,Tourist attraction,4.6,2123.0,"Tourist attraction, Boat tour agency, Tour operator","Bricktown Water Taxi, 111 S Mickey Mantle Dr, Oklahoma City, OK 73104",Oklahoma-city,USA,OK,,Entertainment,9765.8,4.49,"Oklahoma-city, Tulsa"
2568,Oklahoma City Museum of Art,Art museum,4.7,2075.0,"Art museum, Art gallery, Modern art museum, Museum, Sculpture museum, Tourist attraction","Oklahoma City Museum of Art, 415 Couch Dr, Oklahoma City, OK 73102",Oklahoma-city,USA,OK,,Cultural,9752.5,4.78,"Oklahoma-city, Tulsa"
2569,Orr Family Farm,Tourist attraction,4.3,1452.0,"Tourist attraction, Event venue, Hotel, Pumpkin patch","Orr Family Farm, 14400 S Western Ave, Oklahoma City, OK 73170",Oklahoma-city,USA,OK,,Entertainment,6243.599999999999,4.49,"Oklahoma-city, Tulsa"
2570,Oklahoma Railway Museum,Museum,4.6,917.0,"Museum, Railroad company, Tourist attraction","Oklahoma Railway Museum, 3400 NE Grand Blvd, Oklahoma City, OK 73111",Oklahoma-city,USA,NE,,Cultural,4218.2,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington"
2571,Centennial Land Run Monument,Monument,4.8,780.0,"Monument, Tourist attraction","Centennial Land Run Monument, 200 Centennial Ave, Oklahoma City, OK 73102",Oklahoma-city,USA,OK,,Cultural,3744.0,4.78,"Oklahoma-city, Tulsa"
2572,Route 66 Park,Park,4.6,723.0,"Park, Amphitheater, Tourist attraction","Route 66 Pk, 9901 NW 23rd St, Yukon, OK 73099",Oklahoma-city,USA,OK,,Nature,3325.7999999999997,4.67,"Oklahoma-city, Tulsa"
2573,Crystal Bridge Tropical Conservatory,Garden,4.7,439.0,"Garden, Tourist attraction","Crystal Bridge Tropical Conservatory, 301 W Reno Ave, Oklahoma City, OK 73102",Oklahoma-city,USA,OK,,Nature,2063.3,4.67,"Oklahoma-city, Tulsa"
2574,American Banjo Museum,Museum,4.7,344.0,"Museum, Tourist attraction","American Banjo Museum, 9 E Sheridan Ave, Oklahoma City, OK 73104",Oklahoma-city,USA,OK,,Cultural,1616.8,4.78,"Oklahoma-city, Tulsa"
2575,Oklahoma History Center,History museum,4.7,288.0,"History museum, Library, Tourist attraction, Wedding venue","Oklahoma History Center, 800 Nazih Zuhdi Dr, Oklahoma City, OK 73105",Oklahoma-city,USA,OK,,Cultural,1353.6000000000001,4.78,"Oklahoma-city, Tulsa"
2576,Oklahoma Hall of Fame,History museum,4.6,266.0,"History museum, Gift shop, Tourist attraction, Wedding venue","Oklahoma Hall of Fame, 1400 Classen Dr, Oklahoma City, OK 73106",Oklahoma-city,USA,OK,,Cultural,1223.6,4.78,"Oklahoma-city, Tulsa"
2577,North Pole Adventure,Theme park,4.1,198.0,"Theme park, Tourist attraction","North Pole Adventure, 2215 W I-240 Service Road, Oklahoma City, OK 73159",Oklahoma-city,USA,OK,,Entertainment,811.8,4.49,"Oklahoma-city, Tulsa"
2578,The American Pigeon Museum & Library,Museum,4.7,161.0,"Museum, Tourist attraction","The American Pigeon Museum & Library, 2300 NE 63rd St, Oklahoma City, OK 73111",Oklahoma-city,USA,NE,,Cultural,756.7,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington"
2579,Henry Overholser Mansion,Museum,4.8,123.0,Museum,"Henry Overholser Mansion, 405 NW 15th St, Oklahoma City, OK 73103",Oklahoma-city,USA,OK,,Cultural,590.4,4.78,"Oklahoma-city, Tulsa"
2580,OKC Underground,Tourist attraction,4.1,113.0,Tourist attraction,"OKC Underground, 300 N Broadway Ave, Oklahoma City, OK 73102",Oklahoma-city,USA,OK,,Entertainment,463.29999999999995,4.49,"Oklahoma-city, Tulsa"
2581,Bricktown River Walk Park,Park,4.7,3556.0,"Park, Business park","Bricktown River Walk Park, 400 E Reno Ave, Oklahoma City, OK 73104",Oklahoma-city,USA,OK,,Nature,16713.2,4.67,"Oklahoma-city, Tulsa"
2582,Lighthouse,Tourist attraction,4.7,928.0,Tourist attraction,"Lighthouse, Lake Hefner Pkwy, Oklahoma City, OK 73120",Oklahoma-city,USA,OK,,Entertainment,4361.6,4.49,"Oklahoma-city, Tulsa"
2583,Milk Bottle Grocery,Tourist attraction,4.2,96.0,Tourist attraction,"Milk Bottle Grocery, 2426 N Classen Blvd, Oklahoma City, OK 73106",Oklahoma-city,USA,OK,,Entertainment,403.20000000000005,4.49,"Oklahoma-city, Tulsa"
2584,Fantastic Caverns,Tourist attraction,4.7,6829.0,"Tourist attraction, Gift shop, Rock shop, Visitor center","Fantastic Caverns, 4872 N Farm Rd 125, Springfield, MO 65803",Springfield,USA,MO,,Entertainment,32096.300000000003,4.57,"Kansas-city, Montgomery, Springfield, St-louis"
2585,Dickerson Park Zoo,Zoo,4.5,4244.0,"Zoo, Park, Tourist attraction","Dickerson Park Zoo, 1401 W Norton Rd, Springfield, MO 65803",Springfield,USA,MO,,Entertainment,19098.0,4.57,"Kansas-city, Montgomery, Springfield, St-louis"
2586,Nathanael Greene/Close Memorial Park,Park,4.9,4153.0,"Park, Tourist attraction","Nathanael Greene/Close Memorial Park, 2400 S Scenic Ave, Springfield, MO 65807",Springfield,USA,MO,,Nature,20349.7,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2587,Sequiota Park,Park,4.7,2994.0,"Park, Picnic ground, Playground, Tourist attraction","Sequiota Park, 3500 S Lone Pine Ave, Springfield, MO 65804",Springfield,USA,MO,,Nature,14071.800000000001,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2588,Doling Park,Park,4.5,1880.0,"Park, Tourist attraction","Doling Park, 301 E Talmage St, Springfield, MO 65803",Springfield,USA,MO,,Nature,8460.0,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2589,Phelps Grove Park,Park,4.6,1439.0,"Park, Tourist attraction","Phelps Grove Park, 950 E Bennett St, Springfield, MO 65807",Springfield,USA,MO,,Nature,6619.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2590,Rutledge-Wilson Farm Park,Park,4.6,1381.0,"Park, Farm, Fishing pier, Playground, Tourist attraction","Rutledge-Wilson Farm Park, 3825 W Farm Rd 146, Springfield, MO 65807",Springfield,USA,MO,,Nature,6352.599999999999,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2591,Mizumoto Japanese Stroll Garden,Park,4.8,1316.0,"Park, Botanical garden, Tourist attraction","Mizumoto Japanese Stroll Garden, 2400 S Scenic Ave, Springfield, MO 65807",Springfield,USA,MO,,Nature,6316.8,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2592,Pythian Castle,Tourist attraction,4.1,935.0,"Tourist attraction, Castle, Historical landmark, Wedding venue","Pythian Castle, 1451 E Pythian St, Springfield, MO 65802",Springfield,USA,MO,,Entertainment,3833.4999999999995,4.57,"Kansas-city, Montgomery, Springfield, St-louis"
2593,Springfield Art Museum,Art museum,4.6,807.0,"Art museum, Museum, Tourist attraction","Springfield Art Museum, 1111 E Brookside Dr, Springfield, MO 65807",Springfield,USA,MO,,Cultural,3712.2,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2594,Valley Water Mill Park,Park,4.6,785.0,"Park, Tourist attraction","Valley Water Mill Park, 2450 E Valley Water Mill Rd, Springfield, MO 65803",Springfield,USA,MO,,Nature,3610.9999999999995,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2595,Jordan Valley Park,Park,4.6,718.0,"Park, Tourist attraction","Jordan Valley Park, 635 E Trafficway St, Springfield, MO 65806",Springfield,USA,MO,,Nature,3302.7999999999997,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2596,Route 66 Car Museum,Museum,4.6,659.0,"Museum, Tourist attraction","Route 66 Car Museum, 1634 W College St, Springfield, MO 65806",Springfield,USA,MO,,Cultural,3031.3999999999996,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2597,NRA National Sporting Arms Museum,Museum,4.7,457.0,"Museum, Tourist attraction","NRA National Sporting Arms Museum, 1935 S Campbell Ave, Springfield, MO 65807",Springfield,USA,MO,,Cultural,2147.9,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2598,Jenny Lincoln Park,Park,4.1,339.0,"Park, Tourist attraction","Jenny Lincoln Park, 300 E Harrison St, Springfield, MO 65806",Springfield,USA,MO,,Nature,1389.8999999999999,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2599,History Museum on the Square,History museum,4.6,291.0,"History museum, Museum, Non-profit organization, Tourist attraction","History Museum on the Square, 154 Park Central Square, Springfield, MO 65806",Springfield,USA,MO,,Cultural,1338.6,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2600,Founders Park,Park,4.2,277.0,"Park, Tourist attraction","Founders Park, 330 E Water St, Springfield, MO 65806",Springfield,USA,MO,,Nature,1163.4,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2601,"Crystal Cave, Springfield Missouri",Tourist attraction,4.8,215.0,"Tourist attraction, Gift shop, Historical landmark, Museum, Tour operator","Crystal Cave, Springfield Missouri, 7126 N Crystal Cave Ln, Springfield, MO 65803",Springfield,USA,MO,,Entertainment,1032.0,4.57,"Kansas-city, Montgomery, Springfield, St-louis"
2602,Rountree Historic Park,Park,4.3,92.0,"Park, Historical landmark","Rountree Historic Park, 2943 W Bennett St, Springfield, MO 65802",Springfield,USA,MO,,Nature,395.59999999999997,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2603,Railroad Historical Museum,Museum,4.8,76.0,"Museum, Tourist attraction","Railroad Historical Museum, 1300 N Grant Ave, Springfield, MO 65802",Springfield,USA,MO,,Cultural,364.8,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2604,Birthplace of Route 66 Roadside Park,Park,4.3,217.0,"Park, Tourist attraction","Birthplace of Route 66 Roadside Park, 1200 W College St, Springfield, MO 65806",Springfield,USA,MO,,Nature,933.0999999999999,4.71,"Kansas-city, Montgomery, Springfield, St-louis"
2605,Zoo Knoxville,Zoo,4.5,11023.0,Zoo,"Zoo Knoxville, 3500 Knoxville Zoo Dr, Knoxville, TN 37914",Knoxville,USA,TN,,Entertainment,49603.5,4.56,"Chattanooga, Knoxville, Memphis, Nashville"
2606,World's Fair Park,Park,4.7,3317.0,"Park, Event venue, Tourist attraction","World's Fair Park, 525 Henley St, Knoxville, TN 37902",Knoxville,USA,TN,,Nature,15589.900000000001,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2607,Market Square,Park,4.7,3287.0,"Park, Boutique, Outdoor activities","Market Square, 18 Market Square, Knoxville, TN 37902",Knoxville,USA,TN,,Nature,15448.900000000001,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2608,Concord Park,Park,4.7,2253.0,"Park, Tourist attraction","Concord Park, 10960 Concord Park Dr, Knoxville, TN 37922",Knoxville,USA,TN,,Nature,10589.1,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2609,Ijams Nature Center,Nature preserve,4.8,2223.0,"Nature preserve, Education center, Hiking area, Preschool, Tourist attraction","Ijams Nature Center, 2915 Island Home Ave, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,10670.4,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2610,Sunsphere,Historical landmark,4.5,1913.0,"Historical landmark, Tourist attraction","Sunsphere, 810 Clinch Ave, Knoxville, TN 37902",Knoxville,USA,TN,,Cultural,8608.5,4.61,"Chattanooga, Knoxville, Memphis, Nashville"
2611,Fountain City Lake And Park,Park,4.4,1802.0,"Park, Tourist attraction","Fountain City Lake And Park, 117 Hotel Rd, Knoxville, TN 37918",Knoxville,USA,TN,,Nature,7928.800000000001,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2612,The Cove at Concord Park,Park,4.7,1567.0,"Park, Tourist attraction","The Cove at Concord Park, 11808 S Northshore Dr, Knoxville, TN 37922",Knoxville,USA,TN,,Nature,7364.900000000001,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2613,Knoxville Museum of Art,Art museum,4.7,1519.0,"Art museum, Art gallery, Arts organization, Banquet hall, Event venue, Museum, Tourist attraction, Wedding venue","Knoxville Museum of Art, 1050 Worlds Fair Park Dr, Knoxville, TN 37916",Knoxville,USA,TN,,Cultural,7139.3,4.61,"Chattanooga, Knoxville, Memphis, Nashville"
2614,Chilhowee Park & Exposition Center,Park,4.3,1411.0,"Park, Tourist attraction","Chilhowee Park & Exposition Center, 3301 E Magnolia Ave, Knoxville, TN 37914",Knoxville,USA,TN,,Nature,6067.3,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2615,Muse Knoxville,Museum,4.6,1224.0,"Museum, Children's museum, Tourist attraction","Muse Knoxville, 516 N Beaman St, Knoxville, TN 37914",Knoxville,USA,TN,,Cultural,5630.4,4.61,"Chattanooga, Knoxville, Memphis, Nashville"
2616,UT Gardens Knoxville,Garden,4.8,1163.0,"Garden, Tourist attraction","UT Gardens Knoxville, 2518 Jacob Dr, Knoxville, TN 37996",Knoxville,USA,TN,,Nature,5582.4,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2617,Fort Dickerson Park,Park,4.5,1052.0,"Park, Tourist attraction","Fort Dickerson Park, 3000 Fort Dickerson Rd SW, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,4734.0,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2618,Tyson Park,Park,4.4,812.0,"Park, Picnic ground, Softball field, Tourist attraction","Tyson Park, 2351 Kingston Pike, Knoxville, TN 37919",Knoxville,USA,TN,,Nature,3572.8,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2619,Adair Park,Park,4.5,698.0,"Park, Tourist attraction","Adair Park, 1807 Adair Dr, Knoxville, TN 37918",Knoxville,USA,TN,,Nature,3141.0,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2620,Suttree Landing Park,Park,4.6,649.0,"Park, Tourist attraction","Suttree Landing Park, 1001 Waterfront Dr SE, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,2985.3999999999996,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2621,Forks of the River Wildlife Management Area,Nature preserve,4.7,636.0,"Nature preserve, Hunting preserve, Park, Tourist attraction","Forks of the River Wildlife Management Area, 3140 McClure Ln, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,2989.2000000000003,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2622,Charles Krutch Park,Park,4.5,613.0,"Park, Tourist attraction","Charles Krutch Park, 504 Market St, Knoxville, TN 37902",Knoxville,USA,TN,,Nature,2758.5,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2623,New Harvest Park,Park,4.5,602.0,"Park, Tourist attraction","New Harvest Park, 4775 New Harvest Ln, Knoxville, TN 37918",Knoxville,USA,TN,,Nature,2709.0,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2624,McClung Museum of Natural History & Culture,Museum,4.6,573.0,"Museum, Art museum, Natural history museum, Tourist attraction","McClung Museum of Natural History & Culture, 1327 Cir Park Dr, Knoxville, TN 37996",Knoxville,USA,TN,,Cultural,2635.7999999999997,4.61,"Chattanooga, Knoxville, Memphis, Nashville"
2625,Caswell Park,Park,4.4,570.0,"Park, Tourist attraction","Caswell Park, 570 Winona St, Knoxville, TN 37917",Knoxville,USA,TN,,Nature,2508.0,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2626,East Tennessee Historical Society and Museum,Museum,4.7,550.0,"Museum, Gift shop, History museum, Tourist attraction","East Tennessee Historical Society and Museum, 601 S Gay St, Knoxville, TN 37902",Knoxville,USA,TN,,Cultural,2585.0,4.61,"Chattanooga, Knoxville, Memphis, Nashville"
2627,Fort Dickerson Quarry,Park,4.5,549.0,"Park, Tourist attraction","Fort Dickerson Quarry, 550 Augusta Ave, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,2470.5,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2628,Sequoyah Park,Park,4.6,542.0,"Park, Tourist attraction","Sequoyah Park, 1400 Cherokee Blvd, Knoxville, TN 37919",Knoxville,USA,TN,,Nature,2493.2,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2629,Volunteer Landing Park,Park,4.6,407.0,Park,"Volunteer Landing Park, 400 Neyland Dr, Knoxville, TN 37902",Knoxville,USA,TN,,Nature,1872.1999999999998,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2630,Fort Kid,Park,4.5,385.0,"Park, Tourist attraction","Fort Kid, 1049 Worlds Fair Park Dr, Knoxville, TN 37916",Knoxville,USA,TN,,Nature,1732.5,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2631,I.C. King Park,Park,4.3,292.0,"Park, Tourist attraction","I.C. King Park, 3440 Alcoa Hwy, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,1255.6,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
2632,Three Rivers Rambler,Tourist attraction,4.5,274.0,Tourist attraction,"Three Rivers Rambler, 2560 University Commons Way, Knoxville, TN 37919",Knoxville,USA,TN,,Entertainment,1233.0,4.56,"Chattanooga, Knoxville, Memphis, Nashville"
2633,Charter E. Doyle Park,Park,4.4,272.0,"Park, Tourist attraction","Charter E. Doyle Park, 5100 Martin Mill Pike, Knoxville, TN 37920",Knoxville,USA,TN,,Nature,1196.8000000000002,4.66,"Chattanooga, Knoxville, Memphis, Nashville"
